product_id,candidate_url,last_status,failure_reason,error_message,attempt_count,last_source_url,last_resolved_url,scraped_at
88857,https://www.ring-paare.de/exotic-sign.html?alloy=white-375&stone=diamond-Zirconia,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/exotic-sign.html?alloy=white-375&stone=diamond-Zirconia,,2026-06-14T07:52:55.136197+00:00
88858,https://www.ring-paare.de/herrenring-florid-glam.html?stone=diamond-Zirconia&alloy=white_red-585,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/herrenring-florid-glam.html?stone=diamond-Zirconia&alloy=white_red-585,,2026-06-14T07:52:55.763457+00:00
88859,https://www.ring-paare.de/damenring-florid-glam.html?alloy=white_yellow-375,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/damenring-florid-glam.html?alloy=white_yellow-375,,2026-06-14T07:52:56.320042+00:00
88861,https://www.ring-paare.de/fantastic-courage.html?alloy=white-375&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/fantastic-courage.html?alloy=white-375&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:52:56.361914+00:00
88865,https://www.ring-paare.de/exotic-chain.html?stone=diamond-Zirconia&alloy=white_red-585,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/exotic-chain.html?stone=diamond-Zirconia&alloy=white_red-585,,2026-06-14T07:52:56.383914+00:00
88878,https://www.glamira.com.au/fantastic-everywhere.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0rCGGg-0xiWsENd3iqMswa_6CJXWF2qKQ0VeJpgkw-ecjamjghF5Q-Pyk&alloy=white_yellow-375,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.com.au/fantastic-everywhere.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0rCGGg-0xiWsENd3iqMswa_6CJXWF2qKQ0VeJpgkw-ecjamjghF5Q-Pyk&alloy=white_yellow-375,,2026-06-14T07:52:57.013118+00:00
88879,https://www.glamira.com.au/mens-ring-fantastic-everywhere.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1tK4jXs1_H0hFylk_6fVx3zadFwSvMv05WxIvSuxfGseMZIkHMaM6ciOA&alloy=white_yellow-375,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.com.au/mens-ring-fantastic-everywhere.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1tK4jXs1_H0hFylk_6fVx3zadFwSvMv05WxIvSuxfGseMZIkHMaM6ciOA&alloy=white_yellow-375,,2026-06-14T07:52:57.168964+00:00
88880,https://www.glamira.de/damenring-fantastic-everywhere.html?alloy=yellow-585&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.de/damenring-fantastic-everywhere.html?alloy=yellow-585&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:52:58.208709+00:00
88881,https://www.ring-paare.de/exotic-garden.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/exotic-garden.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:52:58.273192+00:00
88882,https://www.ring-paare.de/herrenring-exotic-chain.html?alloy=white_yellow-585&stone=diamond-Zirconia,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/herrenring-exotic-chain.html?alloy=white_yellow-585&stone=diamond-Zirconia,,2026-06-14T07:52:58.732065+00:00
88888,https://www.ring-paare.de/herrenring-exotic-garden.html?alloy=white-375&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,12,https://www.ring-paare.de/herrenring-exotic-garden.html?alloy=white-375&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:53:01.667480+00:00
88896,https://www.glamira.de/fantastic-bliss.html?alloy=white_red-375&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.de/fantastic-bliss.html?alloy=white_red-375&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:53:02.686371+00:00
88900,https://www.glamira.de/damenring-fantastic-bliss.html?alloy=white_yellow-375&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.de/damenring-fantastic-bliss.html?alloy=white_yellow-375&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:53:04.294437+00:00
88901,https://www.glamira.co.uk/mens-ring-fantastic-bliss.html?alloy=yellow-375&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.co.uk/mens-ring-fantastic-bliss.html?alloy=yellow-375&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:53:04.483737+00:00
88915,https://www.glamira.de/sensual-corona.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.de/sensual-corona.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:53:06.170378+00:00
88922,https://www.glamira.com/mens-ring-sensual-corona.html?alloy=white-silber&itm_source=recommendation&itm_medium=sorting,not_found_in_configured_stores,not_found_in_configured_stores,,11,https://www.glamira.com/mens-ring-sensual-corona.html?alloy=white-silber&itm_source=recommendation&itm_medium=sorting,,2026-06-14T07:53:06.221853+00:00
